% MoM Electric Field Results - Generated: 2025-06-01 13:19:19
% Distance(m)	Field_dB	Magnitude(V/m)	Real(V/m)	Imag(V/m)	Phase(deg)
133.594499	12.620374	5.130406e+01	3.686997e+01	-3.567509e+01	-44.056
133.671766	12.621496	5.132366e+01	-3.225802e+01	-3.991914e+01	-128.941
133.749033	12.624258	5.135295e+01	-4.266018e+01	2.858732e+01	146.173
133.826300	12.630525	5.140299e+01	2.469919e+01	4.508013e+01	61.282
133.903567	12.638300	5.146201e+01	4.715752e+01	-2.060358e+01	-23.601
133.980834	12.648639	5.153630e+01	-1.634094e+01	-4.887703e+01	-108.486
134.058101	12.660320	5.161867e+01	-5.022250e+01	1.192424e+01	166.644
134.135368	12.673364	5.170928e+01	7.398547e+00	5.117726e+01	81.774
134.212635	12.687623	5.180729e+01	5.173258e+01	-2.781282e+00	-3.077
134.289902	12.701980	5.190606e+01	1.878622e+00	-5.187206e+01	-87.926
134.367169	12.717464	5.201177e+01	-5.159658e+01	-6.558714e+00	-172.756
134.444435	12.731885	5.211130e+01	-1.120812e+01	5.089171e+01	102.420
134.521702	12.747329	5.221717e+01	4.976957e+01	1.579945e+01	17.612
134.598969	12.760806	5.231141e+01	2.028266e+01	-4.821926e+01	-67.187
134.676236	12.775090	5.241067e+01	-4.626487e+01	-2.462601e+01	-151.974
134.753503	12.786883	5.249506e+01	-2.878354e+01	4.390033e+01	123.251
134.830770	12.799061	5.258191e+01	4.116138e+01	3.271999e+01	38.482
134.908037	12.808672	5.265334e+01	3.639693e+01	-3.804783e+01	-46.270
134.985304	12.817983	5.272304e+01	-3.460557e+01	-3.977654e+01	-131.023
135.062571	12.825103	5.277950e+01	-4.283102e+01	3.084119e+01	144.244
135.139838	12.830987	5.282850e+01	2.680819e+01	4.552111e+01	59.505
135.217105	12.835416	5.286869e+01	4.783214e+01	-2.252078e+01	-25.212
135.294372	12.837528	5.289479e+01	-1.803653e+01	-4.972467e+01	-109.937
135.371638	12.839102	5.291762e+01	-5.119864e+01	1.337812e+01	165.356
135.448905	12.837327	5.292004e+01	8.602986e+00	5.221609e+01	80.644
135.526172	12.835846	5.292425e+01	5.279172e+01	-3.743044e+00	-4.056
135.603439	12.830296	5.290367e+01	1.148900e+00	-5.289119e+01	-88.756
135.680706	12.825490	5.288762e+01	-5.254260e+01	-6.031179e+00	-173.452
135.757973	12.816472	5.284593e+01	-1.085991e+01	5.171803e+01	101.859
135.835240	12.808019	5.280771e+01	5.045593e+01	1.558376e+01	17.164
135.912507	12.795947	5.274753e+01	2.017115e+01	-4.873835e+01	-67.517
135.989774	12.783547	5.268542e+01	-4.660948e+01	-2.456236e+01	-152.212
136.067041	12.768814	5.260924e+01	-2.873977e+01	4.406539e+01	123.113
136.144308	12.752311	5.252247e+01	4.115039e+01	3.263824e+01	38.420
136.221575	12.735127	5.243172e+01	3.625342e+01	-3.787842e+01	-46.256
136.298841	12.714644	5.232125e+01	-3.428826e+01	-3.951997e+01	-130.946
136.376108	12.694908	5.221549e+01	-4.244321e+01	3.041433e+01	144.375
136.453375	12.670917	5.208442e+01	2.628560e+01	4.496503e+01	59.690
136.530642	12.648191	5.196124e+01	4.709420e+01	-2.195693e+01	-24.997
136.607909	12.621441	5.181434e+01	-1.744630e+01	-4.878885e+01	-109.676
136.685176	12.595115	5.167037e+01	-5.005353e+01	1.282462e+01	165.629
136.762443	12.566357	5.151237e+01	8.102380e+00	5.087117e+01	80.950
136.839710	12.535999	5.134539e+01	5.123553e+01	-3.356978e+00	-3.749
136.916977	12.505573	5.117854e+01	1.400055e+00	-5.115939e+01	-88.432
136.994244	12.471346	5.098991e+01	-5.062385e+01	-6.098882e+00	-173.130
137.071511	12.438830	5.081198e+01	-1.071525e+01	4.966931e+01	102.174
137.148778	12.401676	5.060763e+01	4.827045e+01	1.520184e+01	17.481
137.226044	12.365946	5.041236e+01	1.951178e+01	-4.648329e+01	-67.229
137.303311	12.327211	5.020048e+01	-4.429139e+01	-2.362967e+01	-151.920
137.380578	12.287153	4.998186e+01	-2.748532e+01	4.174618e+01	123.361
137.457845	12.247591	4.976703e+01	3.885984e+01	3.109132e+01	38.663
137.535112	12.203227	4.952573e+01	3.436906e+01	-3.565903e+01	-46.055
137.612379	12.161996	4.930338e+01	-3.219722e+01	-3.733848e+01	-130.771
137.689646	12.115040	4.904968e+01	-3.994144e+01	2.847020e+01	144.519
137.766913	12.069930	4.880765e+01	2.456386e+01	4.217587e+01	59.783
137.844180	12.022569	4.855423e+01	4.403154e+01	-2.046306e+01	-24.926
137.921447	11.972170	4.828522e+01	-1.625067e+01	-4.546844e+01	-109.667
137.998714	11.924364	4.803204e+01	-4.652418e+01	1.194061e+01	165.606
138.075981	11.870477	4.774674e+01	7.570976e+00	4.714268e+01	80.876
138.153247	11.818932	4.747593e+01	4.736725e+01	-3.210641e+00	-3.878
138.230514	11.765250	4.719504e+01	1.151662e+00	-4.718099e+01	-88.602
138.307781	11.707401	4.689331e+01	-4.657878e+01	-5.422134e+00	-173.360
138.385048	11.653755	4.661605e+01	-9.604581e+00	4.561587e+01	101.890
138.462315	11.593012	4.630257e+01	4.424318e+01	1.365535e+01	17.152
138.539582	11.533757	4.599907e+01	1.750892e+01	-4.253648e+01	-67.627
138.616849	11.475091	4.570066e+01	-4.048830e+01	-2.119548e+01	-152.368
138.694116	11.409158	4.536622e+01	-2.462028e+01	3.810427e+01	122.868
138.771383	11.347940	4.505866e+01	3.546610e+01	2.779278e+01	38.084
138.848650	11.283563	4.473692e+01	3.070357e+01	-3.253741e+01	-46.661
138.925917	11.213419	4.438798e+01	-2.937999e+01	-3.327325e+01	-131.444
139.003184	11.149234	4.407199e+01	-3.554866e+01	2.605058e+01	143.765
139.080450	11.079780	4.373170e+01	2.251197e+01	3.749231e+01	59.018
139.157717	11.005118	4.336803e+01	3.905127e+01	-1.886226e+01	-25.781
139.234984	10.937334	4.304145e+01	-1.512939e+01	-4.029476e+01	-110.580
139.312251	10.864041	4.269023e+01	-4.117062e+01	1.128877e+01	164.667
139.389518	10.784223	4.231008e+01	7.443560e+00	4.165017e+01	79.867
139.466785	10.711238	4.196632e+01	4.180965e+01	-3.622851e+00	-4.952
139.544052	10.636686	4.161783e+01	2.084844e-01	-4.161731e+01	-89.713
139.621319	10.551596	4.122219e+01	-4.103218e+01	-3.953421e+00	-174.497
139.698586	10.470540	4.084928e+01	-7.560183e+00	4.014358e+01	100.666
139.775853	10.394871	4.050484e+01	3.896099e+01	1.107625e+01	15.870
139.853120	10.310214	4.012177e+01	1.445297e+01	-3.742818e+01	-68.886
139.930387	10.218254	3.970892e+01	-3.559846e+01	-1.759397e+01	-153.700
140.007653	10.142966	3.937581e+01	-2.054692e+01	3.358985e+01	121.454
140.084920	10.151748	3.942518e+01	3.160667e+01	2.356614e+01	36.708
140.162187	10.152158	3.943657e+01	2.638988e+01	-2.930559e+01	-47.997
140.239454	10.144905	3.941318e+01	-2.675339e+01	-2.894228e+01	-132.749
140.316721	10.143723	3.941734e+01	-3.124758e+01	2.402739e+01	142.442
140.393988	10.151939	3.946418e+01	2.111071e+01	3.334306e+01	57.661
140.471255	10.159448	3.950785e+01	3.518525e+01	-1.796855e+01	-27.053
140.548522	10.156837	3.950551e+01	-1.463656e+01	-3.669409e+01	-111.746
140.625789	10.148165	3.947561e+01	-3.785118e+01	1.120766e+01	163.506
140.703056	10.144281	3.946748e+01	7.733108e+00	3.870247e+01	78.701
140.780323	10.150786	3.950657e+01	3.928247e+01	-4.201987e+00	-6.106
140.857590	10.162569	3.956973e+01	-5.888665e-01	-3.956535e+01	-90.853
140.934856	10.170131	3.961373e+01	-3.949389e+01	-3.078970e+00	-175.542
141.012123	10.168366	3.961522e+01	-6.728708e+00	3.903960e+01	99.779
141.089390	10.159916	3.958622e+01	3.822740e+01	1.028274e+01	15.056
141.166657	10.152541	3.956214e+01	1.370584e+01	-3.711217e+01	-69.730
141.243924	10.152884	3.957322e+01	-3.573495e+01	-1.700157e+01	-154.556
141.321191	10.163014	3.962892e+01	-2.018748e+01	3.410157e+01	120.625
141.398458	10.179358	3.971310e+01	3.218930e+01	2.325896e+01	35.851
141.475725	10.196043	3.979901e+01	2.618066e+01	-2.997556e+01	-48.866
141.552992	10.207479	3.986102e+01	-2.745947e+01	-2.889425e+01	-133.542
141.630259	10.211258	3.988793e+01	-3.134242e+01	2.467184e+01	141.791
141.707526	10.208100	3.988300e+01	2.166422e+01	3.348604e+01	57.099
141.784793	10.201460	3.986207e+01	3.531192e+01	-1.849469e+01	-27.643
141.862059	10.195781	3.984557e+01	-1.521023e+01	-3.682823e+01	-112.441
141.939326	10.195062	3.985182e+01	-3.805190e+01	1.184146e+01	162.714
142.016593	10.201979	3.989311e+01	8.401177e+00	3.899847e+01	77.843
142.093860	10.217035	3.997189e+01	3.967124e+01	-4.893368e+00	-7.032
142.171127	10.239388	4.008448e+01	-1.320357e+00	-4.006273e+01	-91.888
142.248394	10.266452	4.021919e+01	-4.015291e+01	-2.308013e+00	-176.710
142.325661	10.295734	4.036465e+01	-5.971059e+00	3.992056e+01	98.507
142.402928	10.324055	4.050615e+01	3.934330e+01	9.636048e+00	13.762
142.480195	10.349548	4.063492e+01	1.326057e+01	-3.841033e+01	-70.954
142.557462	10.370197	4.074136e+01	-3.711743e+01	-1.679746e+01	-155.651
142.634729	10.385675	4.082377e+01	-2.019800e+01	3.547704e+01	119.654
142.711996	10.395504	4.087974e+01	3.350713e+01	2.341848e+01	34.950
142.789262	10.400638	4.091366e+01	2.641990e+01	-3.123967e+01	-49.778
142.866529	10.401746	4.092864e+01	-2.870595e+01	-2.917399e+01	-134.537
142.943796	10.400369	4.093190e+01	-3.165802e+01	2.594590e+01	140.663
143.021063	10.397768	4.092939e+01	2.299247e+01	3.386091e+01	55.822
143.098330	10.395389	4.092792e+01	3.577363e+01	-1.988322e+01	-29.066
143.175597	10.394661	4.093423e+01	-1.664520e+01	-3.739717e+01	-113.993
143.252864	10.396455	4.095242e+01	-3.872953e+01	1.330881e+01	161.036
143.330131	10.402134	4.098895e+01	9.893398e+00	3.977706e+01	76.033
143.407398	10.411752	4.104412e+01	4.053852e+01	-6.422482e+00	-9.002
143.484665	10.426540	4.112382e+01	-2.910027e+00	-4.102073e+01	-94.058
143.561932	10.445706	4.122445e+01	-4.121973e+01	-6.243184e-01	-179.132
143.639199	10.470379	4.135154e+01	-4.168098e+00	4.114094e+01	95.785
143.716465	10.499055	4.149813e+01	4.077711e+01	7.702092e+00	10.696
143.793732	10.532820	4.166964e+01	1.121189e+01	-4.013293e+01	-74.391
143.870999	10.569685	4.185679e+01	-3.919944e+01	-1.467634e+01	-159.474
143.948266	10.610716	4.206495e+01	-1.807701e+01	3.798265e+01	115.451
144.025533	10.653720	4.228375e+01	3.647440e+01	2.139002e+01	30.389
144.102800	10.699697	4.251822e+01	2.459245e+01	-3.468445e+01	-54.662
144.180067	10.746538	4.275825e+01	-3.260797e+01	-2.765843e+01	-139.695
144.257334	10.795065	4.300798e+01	-3.056134e+01	3.026038e+01	135.284
144.334601	10.843522	4.325882e+01	2.764225e+01	3.327509e+01	50.283
144.411868	10.892399	4.351321e+01	3.577099e+01	-2.477571e+01	-34.707
144.489135	10.940520	4.376529e+01	-2.166789e+01	-3.802503e+01	-119.676
144.566402	10.987887	4.401500e+01	-4.000851e+01	1.834774e+01	155.364
144.643668	11.034057	4.426003e+01	1.482933e+01	4.170182e+01	70.424
144.720935	11.078444	4.449729e+01	4.307831e+01	-1.114756e+01	-14.508
144.798202	11.121386	4.472837e+01	-7.323167e+00	-4.412481e+01	-99.423
144.875469	11.161701	4.494706e+01	-4.481863e+01	3.395365e+00	175.668
144.952736	11.200436	4.515859e+01	-6.092396e-01	4.515448e+01	90.773
145.030003	11.235927	4.535417e+01	4.511525e+01	4.649253e+00	5.884
145.107270	11.269722	4.554170e+01	8.693392e+00	-4.470427e+01	-78.995
145.184537	11.299917	4.571106e+01	-4.391127e+01	-1.270043e+01	-163.869
145.261804	11.328238	4.587114e+01	-1.663587e+01	4.274821e+01	111.264
145.339071	11.352881	4.601228e+01	4.121261e+01	2.046097e+01	26.403
145.416338	11.375363	4.614238e+01	2.413965e+01	-3.932425e+01	-58.456
145.493605	11.394343	4.625419e+01	-3.708915e+01	-2.763775e+01	-143.308
145.570871	11.410773	4.635265e+01	-3.091939e+01	3.453345e+01	131.840
145.648138	11.424060	4.643451e+01	3.167205e+01	3.395652e+01	46.994
145.725405	11.434373	4.650059e+01	3.671551e+01	-2.853553e+01	-37.855
145.802672	11.441958	4.655214e+01	-2.514768e+01	-3.917520e+01	-122.698
145.879939	11.446235	4.658599e+01	-4.130648e+01	2.154133e+01	152.458
145.957206	11.448093	4.660688e+01	1.774871e+01	4.309507e+01	67.616
146.034473	11.446542	4.660948e+01	4.451880e+01	-1.380290e+01	-17.226
146.111740	11.442625	4.659938e+01	-9.743353e+00	-4.556939e+01	-102.069
146.189007	11.435540	4.657229e+01	-4.623415e+01	5.601932e+00	173.091
146.266274	11.425812	4.653105e+01	1.423165e+00	4.650928e+01	88.247
146.343541	11.413493	4.647597e+01	4.639378e+01	2.762861e+00	3.408
146.420808	11.398004	4.640402e+01	6.909785e+00	-4.588668e+01	-81.437
146.498075	11.380658	4.632227e+01	-4.500001e+01	-1.098870e+01	-166.277
146.575341	11.359621	4.622101e+01	-1.495571e+01	4.373453e+01	108.879
146.652608	11.337287	4.611309e+01	4.211500e+01	1.878147e+01	24.035
146.729875	11.311115	4.598508e+01	2.242932e+01	-4.014416e+01	-60.807
146.807142	11.283668	4.585070e+01	-3.785699e+01	-2.586763e+01	-145.655
146.884409	11.252897	4.569921e+01	-2.907106e+01	3.526034e+01	129.505
146.961676	11.220180	4.553802e+01	3.239445e+01	3.200486e+01	44.653
147.038943	11.185263	4.536590e+01	3.465678e+01	-2.927409e+01	-40.187
147.116210	11.147341	4.517879e+01	-2.593831e+01	-3.699091e+01	-125.038
147.193477	11.108385	4.498710e+01	-3.900592e+01	2.241377e+01	150.117
147.270744	11.065745	4.477721e+01	1.873283e+01	4.067038e+01	65.269
147.348011	11.022421	4.456479e+01	4.198765e+01	-1.493513e+01	-19.581
147.425278	10.975882	4.433697e+01	-1.104523e+01	-4.293914e+01	-104.425
147.502544	10.927734	4.410213e+01	-4.352510e+01	7.110811e+00	170.721
147.579811	10.877916	4.386010e+01	3.154344e+00	4.374653e+01	85.876
147.657078	10.825030	4.360399e+01	4.359701e+01	7.799560e-01	1.025
147.734345	10.771701	4.334715e+01	4.661203e+00	-4.309581e+01	-83.827
147.811612	10.715105	4.307563e+01	-4.223644e+01	-8.461246e+00	-168.672
147.888879	10.657272	4.279970e+01	-1.213429e+01	4.104356e+01	106.470
147.966146	10.598177	4.251936e+01	3.952628e+01	1.567064e+01	21.626
148.043413	10.535466	4.222327e+01	1.901825e+01	-3.769762e+01	-63.229
148.120680	10.473616	4.193339e+01	-3.559317e+01	-2.217060e+01	-148.082
148.197947	10.407534	4.162522e+01	-2.509252e+01	3.321181e+01	127.072
148.275214	10.341105	4.131765e+01	3.060301e+01	2.775976e+01	42.211
148.352481	10.273429	4.100647e+01	3.016779e+01	-2.777472e+01	-42.635
148.429747	10.202176	4.068087e+01	-2.475899e+01	-3.227887e+01	-127.489
148.507014	10.131491	4.036049e+01	-3.409642e+01	2.159637e+01	147.650
148.584281	10.058444	4.003174e+01	1.829464e+01	3.560683e+01	62.806
148.661548	9.982118	3.969068e+01	3.678596e+01	-1.490445e+01	-22.056
148.738815	9.907796	3.936160e+01	-1.145206e+01	-3.765881e+01	-106.915
148.816082	9.828734	3.901395e+01	-3.819523e+01	7.950642e+00	168.241
148.893349	9.748560	3.866442e+01	4.463589e+00	3.840590e+01	83.371
148.970616	9.669601	3.832337e+01	3.831051e+01	-9.926798e-01	-1.484
149.047883	9.585861	3.796443e+01	2.428584e+00	-3.788667e+01	-86.332
149.125150	9.500741	3.760287e+01	-3.716077e+01	-5.749161e+00	-171.205
149.202417	9.418016	3.725502e+01	-8.970561e+00	3.615889e+01	103.933
149.279684	9.329700	3.688663e+01	3.485817e+01	1.206367e+01	19.090
149.356950	9.239323	3.651322e+01	1.497377e+01	-3.330168e+01	-65.789
149.434217	9.152239	3.615730e+01	-3.151911e+01	-1.771711e+01	-150.659
149.511484	9.061182	3.578846e+01	-2.026872e+01	2.949564e+01	124.496
149.588751	8.964709	3.540130e+01	2.726577e+01	2.257941e+01	39.629
149.666018	8.871418	3.503116e+01	2.465645e+01	-2.488456e+01	-45.264
149.743285	8.779123	3.466886e+01	-2.233941e+01	-2.651190e+01	-130.118
149.820552	8.679235	3.428032e+01	-2.809260e+01	1.964551e+01	145.034
149.897819	8.576642	3.388558e+01	1.686674e+01	2.938956e+01	60.148
149.975086	8.478696	3.351331e+01	3.043461e+01	-1.403126e+01	-24.751
150.052353	8.433537	3.334715e+01	-1.118503e+01	-3.141540e+01	-109.598
150.129620	8.405955	3.324901e+01	-3.220022e+01	8.285080e+00	165.571
150.206887	8.375561	3.314043e+01	5.354388e+00	3.270502e+01	80.702
150.284153	8.350129	3.305107e+01	3.296246e+01	-2.418554e+00	-4.196
150.361420	8.330776	3.298503e+01	5.399149e-01	-3.298061e+01	-89.062
150.438687	8.308091	3.290649e+01	-3.271918e+01	-3.506054e+00	-173.884
150.515954	8.278626	3.280252e+01	-6.425220e+00	3.216709e+01	101.296
150.593221	8.245845	3.268640e+01	3.135168e+01	9.245152e+00	16.430
150.670488	8.218893	3.259255e+01	1.196128e+01	-3.031834e+01	-68.470
150.747755	8.198503	3.252352e+01	-2.906954e+01	-1.458566e+01	-153.355
150.825022	8.180712	3.246436e+01	-1.711139e+01	2.758867e+01	121.809
150.902289	8.157320	3.238441e+01	2.586004e+01	1.949380e+01	37.010
150.979556	8.127360	3.228023e+01	2.168510e+01	-2.391170e+01	-47.796
151.056823	8.093195	3.216081e+01	-2.178562e+01	-2.365808e+01	-132.641
151.134090	8.062292	3.205387e+01	-2.541895e+01	1.952761e+01	142.467
151.211356	8.037821	3.197095e+01	1.714980e+01	2.698195e+01	57.560
151.288623	8.020852	3.191579e+01	2.835286e+01	-1.465377e+01	-27.332
151.365890	8.006607	3.187071e+01	-1.202964e+01	-2.951322e+01	-112.176
151.443157	7.990989	3.182067e+01	-3.043365e+01	9.292381e+00	163.021
151.520424	7.969552	3.174943e+01	6.467434e+00	3.108373e+01	78.246
151.597691	7.942037	3.165618e+01	3.145044e+01	-3.603302e+00	-6.536
151.674958	7.909666	3.154556e+01	-7.394950e-01	-3.153689e+01	-91.343
151.752225	7.876289	3.143169e+01	-3.136250e+01	-2.084357e+00	-176.198
151.829492	7.845399	3.132719e+01	-4.852504e+00	3.094909e+01	98.911
151.906759	7.820034	3.124291e+01	3.031664e+01	7.551194e+00	13.986
151.984026	7.801581	3.118365e+01	1.018233e+01	-2.947440e+01	-70.942
152.061293	7.789617	3.114777e+01	-2.842455e+01	-1.273689e+01	-155.863
152.138559	7.782846	3.113052e+01	-1.520981e+01	2.716195e+01	119.247
152.215826	7.778512	3.112202e+01	2.568244e+01	1.757819e+01	34.389
152.293093	7.774682	3.111532e+01	1.982208e+01	-2.398434e+01	-50.428
152.370360	7.768504	3.110022e+01	-2.207452e+01	-2.190751e+01	-135.218
152.447627	7.759206	3.107395e+01	-2.380999e+01	1.996683e+01	140.017
152.524894	7.745045	3.103032e+01	1.768403e+01	2.549816e+01	55.257
152.602161	7.726888	3.097250e+01	2.695599e+01	-1.525354e+01	-29.504
152.679428	7.704122	3.089839e+01	-1.270712e+01	-2.816451e+01	-114.284
152.756695	7.678838	3.081552e+01	-2.912153e+01	1.007634e+01	160.914
152.833962	7.651027	3.072392e+01	7.392302e+00	2.982136e+01	76.078
152.911229	7.623333	3.063301e+01	3.027302e+01	-4.682451e+00	-8.792
152.988496	7.595794	3.054291e+01	-1.971341e+00	-3.047922e+01	-93.701
153.065762	7.571033	3.046281e+01	-3.045427e+01	-7.210224e-01	-178.644
153.143029	7.548762	3.039163e+01	-3.377426e+00	3.020338e+01	96.380
153.220296	7.531233	3.033717e+01	2.974111e+01	5.984189e+00	11.377
153.297563	7.517674	3.029665e+01	8.528990e+00	-2.907135e+01	-73.649
153.374830	7.509829	3.027610e+01	-2.820659e+01	-1.100137e+01	-158.693
153.452097	7.506472	3.027119e+01	-1.339063e+01	2.714841e+01	116.254
153.529364	7.508861	3.028631e+01	2.590737e+01	1.568657e+01	31.194
153.606631	7.515452	3.031609e+01	1.787765e+01	-2.448377e+01	-53.864
153.683898	7.527116	3.036363e+01	-2.288793e+01	-1.995226e+01	-138.920
153.761165	7.542167	3.042311e+01	-2.189705e+01	2.112072e+01	136.034
153.838432	7.561204	3.049669e+01	1.919424e+01	2.369871e+01	50.995
153.915699	7.582568	3.057863e+01	2.534248e+01	-1.711174e+01	-34.028
153.992965	7.606669	3.067046e+01	-1.488870e+01	-2.681425e+01	-119.041
154.070232	7.632009	3.076695e+01	-2.809905e+01	1.253191e+01	155.964
154.147499	7.658851	3.086908e+01	1.006111e+01	2.918345e+01	70.978
154.224766	7.685959	3.097249e+01	3.005396e+01	-7.486946e+00	-13.989
154.302033	7.713445	3.107759e+01	-4.833469e+00	-3.069942e+01	-98.947
154.379300	7.740408	3.118118e+01	-3.110939e+01	2.114754e+00	176.111
154.456567	7.766769	3.128294e+01	-6.414373e-01	3.127636e+01	91.175
154.533834	7.792029	3.138105e+01	3.119428e+01	3.418582e+00	6.254
154.611101	7.815847	3.147424e+01	6.186292e+00	-3.086029e+01	-78.665
154.688368	7.838185	3.156232e+01	-3.027359e+01	-8.926922e+00	-163.571
154.765635	7.858368	3.164280e+01	-1.160879e+01	2.943642e+01	111.523
154.842902	7.876860	3.171730e+01	2.835372e+01	1.421457e+01	26.626
154.920168	7.892588	3.178186e+01	1.671270e+01	-2.703280e+01	-58.274
154.997435	7.906547	3.184007e+01	-2.548438e+01	-1.908760e+01	-143.167
155.074702	7.917225	3.188633e+01	-2.130916e+01	2.372040e+01	131.935
155.151969	7.926139	3.192617e+01	2.175700e+01	2.336479e+01	47.041
155.229236	7.931349	3.195243e+01	2.522709e+01	-1.960999e+01	-37.859
155.306503	7.934835	3.197236e+01	-1.730032e+01	-2.688737e+01	-122.759
155.383770	7.934295	3.197748e+01	-2.832201e+01	1.484664e+01	152.336
155.461037	7.932056	3.197633e+01	1.227388e+01	2.952690e+01	67.428
155.538304	7.925591	3.195964e+01	3.048299e+01	-9.602374e+00	-17.485
155.615571	7.917387	3.193655e+01	-6.860046e+00	-3.119107e+01	-102.404
155.692838	7.904900	3.189774e+01	-3.163731e+01	4.067720e+00	172.673
155.770105	7.890536	3.185210e+01	1.255201e+00	3.182736e+01	87.742
155.847371	7.871975	3.179115e+01	3.175299e+01	1.557300e+00	2.808
155.924638	7.851297	3.172259e+01	4.339307e+00	-3.142440e+01	-82.138
156.001905	7.826635	3.163965e+01	-3.083913e+01	-7.072161e+00	-167.084
156.079172	7.799532	3.154806e+01	-9.725989e+00	3.001142e+01	107.956
156.156439	7.768741	3.144338e+01	2.894443e+01	1.228440e+01	22.997
156.233706	7.735153	3.132896e+01	1.471942e+01	-2.765578e+01	-61.976
156.310973	7.698182	3.120279e+01	-2.615383e+01	-1.701737e+01	-146.949
156.388240	7.658107	3.106602e+01	-1.915347e+01	2.445900e+01	128.064
156.465507	7.614881	3.091863e+01	2.258396e+01	2.111698e+01	43.077
156.542774	7.568358	3.076026e+01	2.288738e+01	-2.055144e+01	-41.922
156.620041	7.518793	3.059199e+01	-1.837724e+01	-2.445704e+01	-126.922
156.697308	7.465871	3.041287e+01	-2.581046e+01	1.608612e+01	148.067
156.774574	7.409916	3.022425e+01	1.369544e+01	2.694328e+01	63.055
156.851841	7.350609	3.002520e+01	2.784527e+01	-1.123183e+01	-21.967
156.929108	7.288282	2.981709e+01	-8.712552e+00	-2.851579e+01	-106.990
157.006375	7.222534	2.959877e+01	-2.894940e+01	6.165959e+00	167.976
157.083642	7.153945	2.937243e+01	3.607709e+00	2.915002e+01	82.945
